"id","location","name","followers_count","statuses_count","time_zone","verified","lang","screen_name","description","created_at","favourites_count","friends_count","listed_count"
"2532597577","USA","Bruce Dublin","2161","2995","Eastern Time (US & Canada)","false","en","BrucieDublin","","Thu May 29 12:43:47 +0000 2014","1854","1807","23"
"2532611755","Atlanta","Kathie","2970","4267","Eastern Time (US & Canada)","false","en","KathieMrr","Imperfection is beauty, madness is genius and it's better to be absolutely ridiculous than absolutely boring","Thu May 29 12:50:04 +0000 2014","2094","3157","22"
"2533001646","USA","Jasper Flynn","1957","3379","Eastern Time (US & Canada)","false","en","Jasper_Fly","#hashtagwarrior and your mom knows it!","Thu May 29 16:57:09 +0000 2014","2416","1782","15"
"2533653547","USA","Eva Green","2668","1831","Eastern Time (US & Canada)","false","en","EvaGreen69","God comes 1st. My Daughters, & my husband retired Navy Vet, are the center of my world.. Serving the Lord for the rest of my life. TRUMP 2016!","Thu May 29 23:40:26 +0000 2014","1325","2884","46"
"2533984805","Чита","Роман Горолов","2452","1080","Moscow","false","ru","romanGorolov","Работаю в Государственной ветеринарной службе Забайкальского края. Вижу Россию сильной страной","Wed May 07 14:14:55 +0000 2014","876","119","2"
"2534875924","","F.R.I.E.N.D.S","70","2024","Moscow","false","ru","6Druz","Если я стану похож на своих родителей, то либо стану блондинкой-алкоголичкой, которая гоняется за двадцатилетними парнями, либо буду, как моя мама.","Thu May 08 09:32:12 +0000 2014","2751","11","0"
"2535166748","USA","Paola Kinck","2145","3518","Eastern Time (US & Canada)","false","en","PaolaKinck","stand 4 conservatism, patriotism & optimism: Don't Take My Lemonade Stand & Obama 2012 Slogans.Protect our Kids! #WakeUpAmerica","Fri May 30 14:14:48 +0000 2014","2082","2956","24"
"2535218881","Atlanta","Hailey Romano","1857","2035","Eastern Time (US & Canada)","false","en","heyheyhailey","","Fri May 30 14:34:05 +0000 2014","1542","1539","8"
"2535353390","Atlanta","Caleb Paar","1374","2983","Eastern Time (US & Canada)","false","en","CalebPaar","","Fri May 30 15:56:10 +0000 2014","1438","1698","12"
"2535818742","New York","Kendra","1688","2746","Eastern Time (US & Canada)","false","en","happkendrahappy","Stop trying to fix the POLICE; fix the GHETTO! 

#WakeUpAmerica #TCOT #PJNET #BlueLivesMatter","Fri May 30 20:55:46 +0000 2014","2301","1307","32"
"2536146374","Atlanta, Georgia","Danny","1857","2191","Eastern Time (US & Canada)","false","en","dannythehappies","You know you're in love when you can't fall asleep because reality is finally better than your dreams","Sat May 31 00:27:24 +0000 2014","1405","1548","17"
"2537592520","Барнаул, Россия","Колорад","2412","795","Moscow","false","ru","Kolradskiy_Zhuk","Люблю Россию и ничего не могу с собой поделать","Fri May 09 19:02:53 +0000 2014","1061","106","4"
"2538941639","","Прынцесса","168","1158","Volgograd","false","ru","sovasof","нельзя выбросить человека из головы.
а из окна - можно.","Sat May 10 12:05:13 +0000 2014","843","151","1"
"2540596597","Atlanta, GA","Chris","2456","4237","Eastern Time (US & Canada)","false","en","holycrapchrix","Addicted to #hashtag #games","Mon Jun 02 02:03:39 +0000 2014","2768","2134","34"
"2540758755","USA","Stanley Cox","2508","1410","Central Time (US & Canada)","false","en","Stanley_Cox_","christian, pro life,conservative,strong supporter of Israel. Constitutionalist, #2A supporter","Sun May 11 10:33:38 +0000 2014","930","2859","27"
"2540882036","US","Toby Kress","1424","1396","Eastern Time (US & Canada)","false","en","heyits_toby","Guardian of the Animals, Conservative, DIY'er, ninja #tcot","Mon Jun 02 06:34:52 +0000 2014","1011","1676","10"
"2541215075","Санкт-Петербург","Ленка Воропаева","2160","549","Moscow","false","ru","GvardeykaLena","Вступай в #МолодаяГвардия","Sun May 11 15:53:17 +0000 2014","312","50","1"
"2541945841","Atlanta","Eric Roberts","2011","3777","Eastern Time (US & Canada)","false","en","mr_clampin","","Mon Jun 02 18:05:55 +0000 2014","2403","1770","13"
"2547141851","Chicago, IL","Chicago Daily News","19525","39293","Central Time (US & Canada)","false","en","ChicagoDailyNew","Local news, sports, business, politics, entertainment, travel and opinion for Chicago and Illinois. DM us 24/7","Wed May 14 10:48:50 +0000 2014","10","7063","214"
"2547539571","","More","126","1083","Volgograd","false","ru","MsM0re","Об твое сердце мог бы разбиться даже Титаник.","Wed May 14 15:09:05 +0000 2014","1980","145","1"
"2559217373","Москва","Алексей Владимиров","2211","620","Volgograd","false","ru","AlexsVladimirov","","Thu May 22 18:47:02 +0000 2014","1679","71","0"
"2559850571","Москва, Россия","Олег Лапин","83","432","Volgograd","false","ru","LapinOlegg","Любовь к родине — первое достоинство цивилизованного человека.","Fri May 23 05:39:16 +0000 2014","307","129","3"
"2563274242","Москва","Статский Советник","2147","978","Volgograd","false","ru","SovetnikStatski","Говорунов много, а бойцов, на всю Россию — я и эти трое!","Sun May 25 10:39:05 +0000 2014","772","373","2"
"2568897527","Москва","Сергей Брянцев","51","1280","Yerevan","false","ru","Sergbriantsev","Только одно отечество заключает в себе то, что дорого всем.","Wed May 28 12:37:40 +0000 2014","748","3","0"
"2569229674","New - York","Lora Green","4009","5867","Eastern Time (US & Canada)","false","en","LoraGreeen","Be the change that you wish to see in the world","Wed May 28 16:02:11 +0000 2014","3676","3363","32"
"2570017414","Memphis, TN","Memphis Online","18704","4223","Central Time (US & Canada)","false","en","OnlineMemphis","Breaking news, weather, traffic and more for Memphis and Tennessee. DM us anytime. RTs not endorsements","Thu May 29 01:01:16 +0000 2014","3","5751","113"
"2570250275","USA","Aiden Ramsey","1794","2284","Eastern Time (US & Canada)","false","en","Aiden7757","In order to succeed, your desire for success should be greater than your fear of failure.","Thu May 29 09:58:50 +0000 2014","1711","1527","17"
"2570631118","United States","Politweecs","32846","559","Central Time (US & Canada)","false","en","Politweecs","Tweets and politics","Thu May 29 16:09:26 +0000 2014","51","25600","117"
"2571344730","","Моно","102","935","Volgograd","false","ru","shapka_mono","Ясно - и конец диалогу","Mon Jun 16 17:49:33 +0000 2014","1331","497","1"
"2571870453","Detroit, Michigan","Detroit Daily News","18617","18924","Central Time (US & Canada)","false","en","DetroitDailyNew","Local news, sports, business, politics, entertainment, travel and opinion for Detroit. DM us 24/7","Fri May 30 07:24:00 +0000 2014","4","5144","193"
"2571997365","USA","Anthony Porter","1545","2196","Central Time (US & Canada)","false","en","toneporter","","Fri May 30 09:13:02 +0000 2014","1367","1408","10"
"2572058134","USA","Leroy Barton","1545","1501","Eastern Time (US & Canada)","false","en","LeroyLovesUSA","Conservative #tcot #pjnet ReTweets ≠ Endorsement
#GodBlessAmerica","Fri May 30 09:52:16 +0000 2014","976","1321","9"
"2572092279","US","Justin","1969","2148","Eastern Time (US & Canada)","false","en","hipppo_","Striving for excellence motivates you; striving for perfection is demoralizing","Fri May 30 10:41:42 +0000 2014","1520","1855","9"
"2574715662","Russia","Михаил Новиков","912","765","Volgograd","false","ru","mihanovikov","Мила нам добра весть о нашей стороне: Отечества и дым нам сладок.","Wed Jun 18 12:14:15 +0000 2014","1088","1148","9"
"2575046530","Ростов-на-Дону, Россия","Глеб Никонов","2464","807","Volgograd","false","ru","GlebNikon","Патриот — это человек, служащий родине, а родина — это прежде всего народ.","Sun Jun 01 09:39:52 +0000 2014","227","165","0"
"2575471053","Санкт-Петербург ","Сергеев Анатолий","2467","956","Volgograd","false","ru","Sergeev_Tolik","Те, кто отвергает религию, со временем теряют уважение к таким ценностям и понятиям, как честь, родина и нация.","Sun Jun 01 14:50:02 +0000 2014","392","206","0"
"2577152109","","ДенИс","87","1479","Moscow","false","ru","Denn_Nikitin","","Mon Jun 02 10:35:09 +0000 2014","1719","70","0"
"2578226850","Россия","Борис Елисеев","2163","581","Volgograd","false","ru","BorisEleseev","Служу России!!!","Fri Jun 20 07:35:09 +0000 2014","320","229","0"
"2578422308","Тула, Тульская область","Cоюзники России","21072","15364","Abu Dhabi","false","en","russianallies","Александр III: У России есть только два союзника: её Армия и Флот. 
Новости об армии из оружейной столицы России","Fri Jun 20 10:17:19 +0000 2014","0","2926","134"
"2579342751","USA","Proud Robert","1982","1325","Baku","false","en","RealRobert1987","Faith, Honesty, Family, Work, Self Discipline, Loyalty, Courage, Defending Innocent, Personal Responsibility. Patriot. Conservative
#WakeUpAmerica","Tue Jun 03 04:02:16 +0000 2014","639","1834","17"
"2584152521","Montgomery","Jacky","1704","2233","Eastern Time (US & Canada)","false","en","queenofthewo","I have not failed. I've just found 10,000 ways that won't work","Thu Jun 05 12:27:57 +0000 2014","1275","1427","11"
"2586491520","Москва, Россия","Валя Бочарников","212","1368","Nairobi","false","ru","Bocharnikov_V","И дым отечества нам сладок и приятен!","Tue Jun 24 23:36:30 +0000 2014","1080","1372","3"
"2586506586","Москва","Александр Харитонов","2231","1257","Moscow","false","ru","AlexHarritonov","Общественный деятель","Tue Jun 24 23:50:56 +0000 2014","521","136","1"
"2587100717","USA","Jude Lambert","1688","1515","Central Time (US & Canada)","false","en","JudeLambertUSA","God. Country. Family. #tcot
#RedNationRising  #InGodWeTrust","Fri Jun 06 13:58:27 +0000 2014","939","1525","21"
"2587843805","Kansas City, MO","KansasCityDailyNews","25356","42560","Central Time (US & Canada)","false","en","KansasDailyNews","Local news, sports, business, politics, entertainment, travel and opinion for Kansas. DM us 24/7","Fri Jun 06 19:56:04 +0000 2014","1","5169","166"
"2589353987","USA","Cassie Weltch","1710","2455","Eastern Time (US & Canada)","false","en","CassieWeltch","Ask and it will be given to you; search, and you will find; knock and the door will be opened for you","Sat Jun 07 13:13:24 +0000 2014","1381","1415","8"
"2590038478","USA","Raphael","1313","1521","Eastern Time (US & Canada)","false","en","PatriotRaphael","Pissed off patriot. #2A supporter #tcot
#WakeUpAmerica","Sat Jun 07 18:41:41 +0000 2014","989","1555","19"
"2601235821","Pittsburgh, PA","Pittsburgh Today","18917","32006","Eastern Time (US & Canada)","false","en","TodayPittsburgh","Pittsburgh's local news on Twitter. Breaking news, sports, events  and international news. Tweet us or DM","Wed Jun 11 14:24:00 +0000 2014","7","6350","145"
"2604334823","USA","Jarrard","1738","2189","Eastern Time (US & Canada)","false","en","JarrardNorman","What’s money? A man is a success if he gets up in the morning and goes to bed at night and in between does what he wants to do.","Thu Jun 12 18:16:18 +0000 2014","1416","1354","18"
"2606301939","USA","Donald Finley","1409","4283","Central Time (US & Canada)","false","en","finley1589","Conservative. Politics. Pro-Life. Writer. 
#GodBlessAmerica #WakeUpAmerica #InGodWeTrust","Fri Jun 13 13:35:19 +0000 2014","6237","1187","41"
"2616344667","United States","Amy Green","3557","4461","Eastern Time (US & Canada)","false","en","AmandaVGreen","You have to go through the worst to arrive at your best","Tue Jun 17 05:45:51 +0000 2014","2672","3303","37"
"2620614029","Philadelphia, PA","Philadelphia Online","15904","9725","Eastern Time (US & Canada)","false","en","PhiladelphiaON","Breaking news, weather, traffic and more for Philadelphia and Pennsylvania. DM us anytime. RTs not endorsements","Wed Jun 18 17:42:55 +0000 2014","4","5890","118"
"2620869737","USA","David Collier","1780","1757","Eastern Time (US & Canada)","false","en","pureDavie","I would rather die of passion than of boredom.","Wed Jun 18 19:34:30 +0000 2014","1055","1603","14"
"2624554209","Los Angeles, CA","Los Angeles Daily","17851","7288","Pacific Time (US & Canada)","false","en","DailyLosAngeles","Follow for LA's breaking news, special reports, entertainment and more from @DailyLosAngeles","Fri Jun 20 03:22:39 +0000 2014","4","7200","192"
"2665564544","","Мюсли Лаврова","47080","11798","Volgograd","false","ru","LavrovMuesli","Держу МИД, спорю с дебилами, бл@#%.
Пародийный аккаунт, содержит «юмор», «комментарии» и «недостоверную информацию».  Берегите себя и своих близких.","Mon Jul 21 10:56:38 +0000 2014","1026","2356","359"
"2668171329","USA","Bob Hodges","3080","3935","Eastern Time (US & Canada)","false","en","brightandglory","","Thu Jul 03 15:01:56 +0000 2014","3359","3240","24"
"2671070290","USA","Blake Cline","2035","3325","Eastern Time (US & Canada)","false","en","PatriotBlake","Big Government=corruption, #NRA, Conservative, My Tweets=my personal opinions
#GodBlessAmerica","Fri Jul 04 08:01:06 +0000 2014","3533","2286","38"
"2732675512","arkansas","Bekky Garner","2496","3942","Eastern Time (US & Canada)","false","en","BGarner2107","embrace yourself","Sun Aug 03 19:00:10 +0000 2014","2765","2159","27"
"2742482932","Boston","Casey Pittman","1907","2537","Eastern Time (US & Canada)","false","en","cascaseyp","Do not let what you cannot do interfere with what you can do.","Thu Aug 14 07:52:32 +0000 2014","972","1567","15"
"2743327187","Washington, D.C.","Washington Online","31729","28939","Eastern Time (US & Canada)","false","en","WashingtOnline","Breaking news, weather, traffic and more for Washington. DM us anytime. RTs not endorsements","Fri Aug 15 07:33:02 +0000 2014","31","12148","263"
"2752677905","New York, NY","New York City Today","60897","42438","Eastern Time (US & Canada)","false","en","TodayNYCity","New York City's local news on Twitter. Breaking news, sports, events and international news. Tweet us or DM","Wed Aug 27 17:34:47 +0000 2014","42","5999","208"
"2753146444","City of Cleveland, USA","Cleveland Online","16297","15314","Central Time (US & Canada)","false","en","OnlineCleveland","Breaking news, weather, traffic and more for Cleveland. DM us anytime. RTs not endorsements","Thu Aug 28 07:00:42 +0000 2014","4","7621","80"
"2753211010","City of Phoenix, Arizona","Phoenix Daily News","14895","19310","Arizona","false","en","PhoenixDailyNew","Local news, sports, business, politics, entertainment, travel and opinion for Phoenix and Arizona. DM us 24/7","Thu Aug 28 09:32:33 +0000 2014","4","5412","132"
"2753338899","City of San Antonio, TX","San Antonio Top News","19506","13260","Central Time (US & Canada)","false","en","SanAntoTopNews","San Antonio top news and stories, powered 24/7","Thu Aug 28 14:35:55 +0000 2014","3","8167","104"
"2882013788","Pittsburgh, US","Giselle Evans","24344","18466","Eastern Time (US & Canada)","false","en","GiselleEvns","if you don't work hard to achieve your dreams, you'll never achieve them","Wed Oct 29 11:47:31 +0000 2014","9122","21953","113"
"2882037326","USA","Dana Gold","20941","13591","Eastern Time (US & Canada)","false","en","DanaGeezus","Producer","Wed Oct 29 12:07:12 +0000 2014","11920","14773","130"
"2882331822","USA","Jenna Abrams","61609","20576","Eastern Time (US & Canada)","false","en","Jenn_Abrams","Politics is a circus of hypocrisy. I DO care. Any offers/ideas/questions? DM or email me jennnabrams@gmail.com","Wed Oct 29 16:57:18 +0000 2014","8763","20600","456"
"4508630900","","","","","","","","TheFoundingSon","","","","",""
"2882350436","USA","Christian Morgan","18062","10121","Pacific Time (US & Canada)","false","en","ChrixMorgan","I'm so funny. I can make myself laugh","Wed Oct 29 16:41:11 +0000 2014","6268","9033","97"
"2928870434","","Newspeak Daily","5786","10611","Eastern Time (US & Canada)","false","en","NewspeakDaily","it's never too late to reinvent the bicycle","Sat Dec 13 17:39:36 +0000 2014","0","874","65"
"2943515140","","Screamy Monkey","13214","45883","Pacific Time (US & Canada)","false","en","ScreamyMonkey","First frontier.News aggreagtor.","Sat Dec 27 08:31:21 +0000 2014","1165","14051","44"
"2951556370","","Special Affair","11237","36058","Pacific Time (US & Canada)","false","en","SpecialAffair","Political junkie in action","Tue Dec 30 17:41:33 +0000 2014","948","10072","51"
"3071479646","Baltimore, MD","Baltimore Online","6406","10773","Eastern Time (US & Canada)","false","en","Baltimore0nline","Breaking news, weather, traffic and more for Baltimore. DM us anytime. RTs not endorsements","Tue Mar 10 13:26:38 +0000 2015","78","5272","112"
"3074563039","St Louis, MO","St. Louis Online","8329","17082","Eastern Time (US & Canada)","false","en","StLouisOnline","Breaking news, weather, traffic and more for St. Louis. DM us anytime. RTs not endorsements","Thu Mar 12 03:43:19 +0000 2015","9","5249","145"
"3080829096","Richmond, VA","Richmond Voice","2804","5234","Eastern Time (US & Canada)","false","en","RichmondVoice","Richmond's latest news source. Follow us for original reporting and trusted news @RichmondVoice. DM your local news tips","Sat Mar 14 13:09:05 +0000 2015","3","4719","29"
"3083086600","USA","Kristian Aldrich","1483","1162","Eastern Time (US & Canada)","false","en","Aldrich420","Retired Chief Financial Officer, Patriot, Conservative Constitutionalist, 2nd Amend Supporter, Penn State Grad - Political Science, Fitness Enthusiast","Tue Mar 10 02:43:42 +0000 2015","940","1670","24"
"3083844539","","Holly Elder","1831","3066","Eastern Time (US & Canada)","false","en","Hollydler","I live by the creed God, family, country. I'm a #BlueLives family. #lnyhbt #tcot #Israel #ccot #PJNET #policeLivesMatter","Tue Mar 10 12:14:35 +0000 2015","3525","1493","20"
"3084088366","","Kenneth Pierce","2286","1695","Eastern Time (US & Canada)","false","en","PriceForPierce","Constitutional conservative-Pro life-Pro 2nd amendment-Christian","Tue Mar 10 13:51:14 +0000 2015","1029","2696","30"
"3084360275","USA","Milo Blake","1916","1659","Eastern Time (US & Canada)","false","en","Mil0Blake","Faith, Honesty, Family, Work, Self Discipline, Loyalty, Courage, Defending Most Innocent, Personal Responsibility & Helping Others Help Themselves #tcot","Tue Mar 10 16:44:21 +0000 2015","852","1977","25"
"3084866039","","Devin Brewer","1590","1061","Pacific Time (US & Canada)","false","en","DevineDevinBr","#JESUS IS MY LOVE - TEA PARTY. ARREST OBAMA REGIME #TCOT
#RedNationRising #InGodWeTrust","Tue Mar 10 21:06:03 +0000 2015","511","1361","28"
"3091936475","Newark, NJ","Newark Voice","4108","11511","Eastern Time (US & Canada)","false","en","NewarkVoice","Newark's latest news source. Follow us for original reporting and trusted news @NewarkVoice","Sun Mar 15 07:23:30 +0000 2015","0","3732","42"
"3091979410","Baton Rouge, LA","Baton Rouge Voice","3110","20707","Eastern Time (US & Canada)","false","en","BatonRougeVoice","Baton Rouge's latest news source. Follow us for original reporting and trusted news @BatonRougeVoice. DM your local news tips","Sun Mar 15 07:27:59 +0000 2015","0","2382","42"
"3312143142","StLouis","1-800-WOKE-AF","19314","28695","Pacific Time (US & Canada)","false","en","gloed_up","No black person is ugly 
#BRONZE #BlackLivesMatter #BlackToLive","Tue Aug 11 07:22:47 +0000 2015","12132","10011","255"
"3438999494","","World Of Hashtags","7379","21500","Eastern Time (US & Canada)","false","en","WorldOfHashtags","Hosted by @GiselleEvns. Join #WorldOfHashtags game on Mondays at 9AM ET/ Wednesdays at 10AM ET","Thu Sep 03 17:13:40 +0000 2015","27181","5462","80"
"3899481526","","Syria Today","26430","10162","London","false","en","todayinsyria","News about war in #Syria & #ISIS","Thu Oct 08 12:27:46 +0000 2015","93","6100","273"
"3978316814","","BlackMatters","15026","3252","Pacific Time (US & Canada)","false","en","blackmattersus","Fast-growing black community. Latest news and everyday updates, opinions on today’s racial justice issues.#BlackMattersUS #BLM","Thu Oct 22 08:38:41 +0000 2015","2830","14414","144"
"3990577513","","Tea Party News","19976","1649","Pacific Time (US & Canada)","false","en","tpartynews","","Fri Oct 23 11:07:56 +0000 2015","928","21908","97"
"4036537452","","4 My Squad","4733","1489","Pacific Time (US & Canada)","false","en","4MySquad","#BlacklivesMatter","Tue Oct 27 15:08:31 +0000 2015","544","4008","35"
"4178313619","","Black Eye","4555","1742","Pacific Time (US & Canada)","false","en","BlackEyeBlog","Education and information is our tool and weapon. And we are going to use them.","Mon Nov 09 10:31:30 +0000 2015","469","5155","49"
"4217244274","","Black Voice","8339","1545","Pacific Time (US & Canada)","false","en","Blk_Voice","Black is the new Black!
#BlackLivesMatter","Wed Nov 18 10:26:56 +0000 2015","3","6374","75"
"4271904983","All Over Texas","Heart Of Texas","5391","848","Central Time (US & Canada)","false","en","ItsTimeToSecede","TX patriots united for real action. Secede if Hillary! #2A #NeverHillary #Texit #TexasSecede","Wed Nov 25 07:03:04 +0000 2015","604","5783","34"
"4301962823","Black America","Black News","11518","1370","Pacific Time (US & Canada)","false","en","BlackNewsOutlet","Freedom is never given; it is won. #BlackLivesMatter","Sat Nov 28 01:17:40 +0000 2015","36","6737","130"
"4311371968","","Right and Proud","9297","791","Pacific Time (US & Canada)","false","en","rightnpr","Conservative; Politically incorrect; Christian. Proud American; The only Left we have is Regressive Left","Sat Nov 28 21:53:33 +0000 2015","46","7930","32"
"4355797094","Texas, USA","South Lone Star","22049","2108","Pacific Time (US & Canada)","false","en","SouthLoneStar","Proud TEXAN and AMERICAN patriot #2a #prolife #Trump2016 #TrumpPence16 PC is against Freedom of speech and Islam is against western culture","Wed Nov 25 12:33:28 +0000 2015","216","14785","123"
"4856706634","","Don't Shoot","4683","757","Pacific Time (US & Canada)","false","en","dontshootcom","'Don't Shoot' aims to empower and encourage people to take action in struggle for social justice. Unite and fight against #PoliceBrutality!","Thu Jan 28 09:36:21 +0000 2016","460","4612","41"
"4859142199","","Traynesha Cole 🌐","11756","7118","Pacific Time (US & Canada)","false","en","TrayneshaCole","Love for all my people of Melanin. Your BLACK is BEAUTIFUL!
#MyPussyMyChoice #BlackGirlsMagic #BlackLivesMatter","Thu Feb 04 13:35:05 +0000 2016","2010","9599","133"
"1504356343","USA","Eliana Galloway","1000","1721","Eastern Time (US & Canada)","false","en","GallowayEliana","Slave blood. Melanin. Water. Fire. Honey
#BlackLivesMatter bih","Tue Jun 11 15:38:17 +0000 2013","1882","939","14"
"1512371617","USA","Cateline","1194","1589","Eastern Time (US & Canada)","false","en","CatelineWatkins","","Thu Jun 13 04:06:06 +0000 2013","851","1666","8"
"1527133837","United States","Susan Young","953","1765","Eastern Time (US & Canada)","false","en","SusaYung","I live my own life, #blacktivist","Tue Jun 18 08:08:40 +0000 2013","1773","973","13"
"1534083420","Atlanta, GA","Tara Franko","470","641","Eastern Time (US & Canada)","false","en","taraformation","Love my Human family. I hate injustice.Im ready for the Beast ,no matter what form ,shape,size,nationality,color.","Thu Jun 20 14:46:59 +0000 2013","987","517","2"
"1621376306","USA","Sean Beast","670","1475","Eastern Time (US & Canada)","false","en","BigSeanBeast","everybody wants to be a nigga, but nobody wants to be a nigga.
#BlackLivesAlwaysMatter","Thu Jul 25 21:54:29 +0000 2013","1856","780","8"
"1623062953","USA","Shane Mathews","724","1346","Eastern Time (US & Canada)","false","en","NotBallinYet","A voice of resistance from a person of color living in America |
#BlackToLive!","Fri Jul 26 14:08:30 +0000 2013","1557","686","7"
"1626302035","Bronx, NY","Clayton Paige","838","1328","Eastern Time (US & Canada)","false","en","ClayPaigeBoo","Warrior for the Injustices done to my people.
#BlackLivesMatter","Sat Jul 27 20:47:13 +0000 2013","1143","1265","12"
"1645969141","USA","#I'mWokeAF","612","1717","Eastern Time (US & Canada)","false","en","FightM_D_B","fuck my bitch or fuck your bitch... Ican't make my mind up","Sun Aug 04 19:19:46 +0000 2013","2326","507","10"
"1646999972","USA","Patrick","338","893","Eastern Time (US & Canada)","false","en","hollandpatrickk","Lover of Life and Israel, Jesus and Country music! Conservative Christian! #NRA#2A #Infidel #tcot #InGodWeTrust","Mon Aug 05 05:41:35 +0000 2013","324","429","6"
"1647637538","Houston, TX","Kayden Melton","2780","1672","Eastern Time (US & Canada)","false","en","KaydenMelton","Either you run the day, or the day runs you. –Jim Rohn","Mon Aug 05 11:58:45 +0000 2013","1865","2404","6"
"1649652192","","Charles Wright","704","1328","Eastern Time (US & Canada)","false","en","CharlesRespeck","Official feed of corrupt Police in USA. We are just getting started - expect us. #BlackLivesMatter #ACAB","Tue Aug 06 06:54:16 +0000 2013","1259","647","14"
"1650310652","","Praying for Love","2355","2826","Eastern Time (US & Canada)","false","en","HellieEdwards","","Tue Aug 06 13:08:11 +0000 2013","2513","3117","16"
"1651108392","USA","Wonderwoman","51","33","Eastern Time (US & Canada)","false","en","WonderHann","I'm a wonderwoman and wonderwomen don't cry","Tue Aug 06 20:12:35 +0000 2013","12","45","2"
"1681425248","","","","","","","","MarissaImStrong","","","","",""
"1653393446","Miami, FL","Johnie Vaughan","876","1610","Eastern Time (US & Canada)","false","en","JohnieVOGUE","Hope for the best. Expect the worst. ✊ I'm not afraid of dying, I'm afraid of not trying","Wed Aug 07 16:50:35 +0000 2013","2310","743","5"
"1654347974","USA","May Sullivan","870","1660","Eastern Time (US & Canada)","false","en","maymaymyy","I got a .45 in my Louis bag yeah #ALLBLACKLIVESMATTER","Thu Aug 08 02:09:53 +0000 2013","1712","742","5"
"1654695517","USA","Paul Stewart","795","1417","Eastern Time (US & Canada)","false","en","ImaSwerve","BassLine Junkie | Black Lives Matter Activist | Baller | Nigga with Attitude","Thu Aug 08 05:49:18 +0000 2013","1492","709","9"
"1655288160","Baltimore, MD","Sincere Pruitt","612","1272","Eastern Time (US & Canada)","false","en","SincerePruitt","I'd love to trade weekdays for weekends. ⏰ ⏳ ⌛","Thu Aug 08 12:49:14 +0000 2013","1371","581","9"
"1655815544","USA","Jeannette Whitley","830","1514","Eastern Time (US & Canada)","false","en","JeaNuttella","It's hard to believe all this shit whats going on #BLACKLIVESMATTER","Thu Aug 08 17:11:47 +0000 2013","1328","647","7"
"1657753759","Houston, TX","Jonathan Branch","849","1685","Eastern Time (US & Canada)","false","en","JohnBranchh","Your biggest fear should be the fact I'm Black and my life matters.","Fri Aug 09 13:11:39 +0000 2013","2359","852","7"
"1659753702","","Karen P.","1317","1957","Eastern Time (US & Canada)","false","en","KarenParker93","Dear LORD, please bless & protect our Military, IJN! 

#RenewUS 
#PJNET 
#CCOT 
#TCOT
#WakeUpAmerica","Sat Aug 10 10:20:15 +0000 2013","1280","862","17"
"1660183028","Oklahoma, PA","Theresa Elmore","2823","1738","Eastern Time (US & Canada)","false","en","TessyElmore","18. the struggle is real, but so is God♡. /musicholic/#BlackLivesMatter","Sat Aug 10 13:54:53 +0000 2013","2103","2207","9"
"1660186831","USA","Adrian Greer","717","1400","Eastern Time (US & Canada)","false","en","AdrGreerr","The most difficult thing is the decision to act, the rest is merely tenacity.","Sat Aug 10 13:46:52 +0000 2013","1378","1214","9"
"1660804459","United States","Damani Miles","815","1353","Eastern Time (US & Canada)","false","en","DamaniMiles","Unfadeable so please don't try to fade me |
Blacktivist | 
#StayWoke, Monica","Sat Aug 10 19:14:29 +0000 2013","1138","682","9"
"1662779209","USA","Rachael Holbrook","1799","1988","Eastern Time (US & Canada)","false","en","RH0lbr00k","ALL LIVES MATTER I'm a True Conservative Christian Patriot. I love God, I Love my Country. #pjnet #tcot #GodBlessAmerica","Sun Aug 11 14:58:35 +0000 2013","1850","1970","15"
"1663583694","Chicago, IL","Malik Chandler","810","1507","Eastern Time (US & Canada)","false","en","FinnaGlo","The worst fool is an educated one…","Sun Aug 11 22:42:28 +0000 2013","1514","911","7"
"1668314575","Atlanta, GA","Johnie Cooks","674","1499","Eastern Time (US & Canada)","false","en","JohnieBoyCooks","warm as the sun, dipped in black. full time protagonist, womanist, & revolutionary | STRENGTH, COURAGE, & WISDOM.","Tue Aug 13 16:58:18 +0000 2013","1786","647","4"
"1670762347","Arizona, USA","Adam Chapman","835","1282","Eastern Time (US & Canada)","false","en","AdamChapmanJR","Womanist/ #allblacklivesmatter/ Don't be a dick, it's not that difficult /Anthropology major at the University of Arizona","Wed Aug 14 15:08:24 +0000 2013","1081","728","5"
"1675280893","Atlanta, GA","Brian Carter","880","1244","Eastern Time (US & Canada)","false","en","BrianTheLifter","If you don't stand for anything, you will fall for everything #blacklivesmatter","Fri Aug 16 09:09:28 +0000 2013","1362","698","7"
"1678552327","","Angel Underwood","782","1761","Eastern Time (US & Canada)","false","en","WokeFromDay1","I will not drown in the rising tide of conformity. I will not let authority ignore me. #staywoke ☯","Sat Aug 17 15:39:32 +0000 2013","1900","829","15"
"1680366068","Ferguson, MO","Willis Bonner","571","1356","Eastern Time (US & Canada)","false","en","WillisBonnerr","You miss 100% of the shots you don’t take","Sun Aug 18 10:05:28 +0000 2013","1365","470","7"
"1683608846","USA","Jeremy Cooley","596","1249","Eastern Time (US & Canada)","false","en","JerStoner","If I rude, I rude. Author of All In Love Is Fair","Mon Aug 19 16:03:35 +0000 2013","1212","464","6"
